22,27
76,22
22,52
22,25
25,22
44,22
22,54
22,54
22,34
22,63
41,22
22,92
22,33
61,22
22,26
42,22
23,73
23,73
23,33
23,29
23,64
23,70
37,23
23,71
23,71
23,72
23,41
23,63
23,42
23,92
23,83
23,83
23,68
68,23
23,77
23,27
23,61
23,25
23,59
23,52
23,79
32,23
24,27
24,27
24,28
24,81
81,24
93,24
24,47
24,47
24,33
29,24
29,24
52,24
24,44
24,68
68,24
59,24
42,24
24,56
24,83
24,86
24,61
24,82
24,90
24,51
24,31
24,78
24,80
26,24
37,24
24,64
62,24
45,25
25,34
25,48
25,48
25,48
25,52
25,52
52,25
25,47
47,25
72,25
25,43
25,43
25,62
25,33
33,25
25,71
25,37
25,59
32,25
25,93
25,89
85,25
25,35
25,50
25,73
25,49
25,56
40,25
25,84
46,25
25,68
25,64
25,76
79,25
25,67
31,25
26,79
26,79
62,26
26,81
26,34
26,34
34,26
26,76
76,26
47,26
32,26
26,65
65,26
26,89
80,26
26,48
26,93
26,59
53,26
36,26
26,86
27,93
93,27
27,55
62,27
27,52
27,52
39,27
53,27
64,27
27,80
27,63
27,75
45,27
79,27
27,40
27,78
28,90
45,28
28,37
28,62
28,30
28,30
43,28
28,53
44,28
28,68
28,68
68,28
28,81
28,79
28,61
28,47
28,72
41,28
55,28
86,28
28,29
28,35
28,59
28,87
46,28
33,29
29,32
29,32
32,29
29,40
29,44
29,31
29,41
41,29
29,77
29,65
29,53
29,84
29,91
29,42
29,42
29,42
29,71
29,38
29,30
29,30
30,29
29,54
29,54
29,48
29,60
29,50
29,55
29,76
29,76
29,79
29,67
29,34
29,45
35,29
29,99
29,68
30,89
30,59
30,59
30,46
30,65
81,30
30,66
30,66
30,67
30,55
42,30
42,30
30,32
41,30
80,30
77,30
30,60
30,54
33,30
30,100
50,30
51,30
90,30
79,30
40,30
54,31
54,31
31,33
31,48
31,51
31,51
31,59
31,32
31,64
31,42
47,31
47,31
47,31
47,31
47,31
31,101
31,66
70,31
63,31
31,80
31,84
84,31
31,74
31,77
77,31
31,57
31,92
31,65
31,81
31,43
32,68
68,32
45,32
92,32
32,86
32,72
32,72
32,37
32,37
32,75
32,35
32,50
32,50
50,32
32,53
32,59
59,32
33,32
32,44
82,32
32,91
79,32
32,84
32,55
55,32
32,73
73,32
40,32
39,32
32,48
32,46
32,85
42,32
32,51
32,63
41,32
32,77
33,47
33,47
47,33
47,33
33,76
33,68
33,68
33,43
33,42
42,33
33,35
33,81
33,79
33,64
64,33
33,60
33,39
33,45
33,89
89,33
33,36
33,85
33,50
33,86
46,33
46,33
33,51
33,92
33,40
33,61
34,38
52,34
34,60
60,34
34,51
34,47
47,34
34,87
34,73
34,75
79,34
62,34
69,34
35,63
35,63
35,65
35,82
42,35
35,64
64,35
35,47
47,35
86,35
62,35
35,67
35,41
35,90
35,94
35,68
40,35
47,36
65,36
76,36
77,36
36,54
43,36
36,70
36,50
48,36
66,36
74,36
62,36
36,78
36,52
36,85
36,94
37,62
37,79
79,37
37,46
37,77
77,37
37,80
37,40
37,75
50,37
37,74
37,101
81,37
37,92
37,67
37,83
37,86
95,38
38,50
92,38
38,53
94,38
62,38
77,38
63,39
94,39
39,86
49,39
39,52
39,77
39,77
39,44
39,75
39,81
65,39
61,39
60,39
39,43
39,66
50,39
39,80
39,83
39,54
54,39
64,39
41,39
39,55
48,40
40,41
41,40
40,83
47,40
47,40
90,40
40,71
40,86
40,73
40,54
54,40
79,40
45,40
42,40
59,40
62,40
40,43
40,43
46,40
60,41
60,41
41,90
41,90
90,41
45,41
41,80
41,80
41,80
41,76
76,41
41,47
41,47
64,41
41,54
41,52
41,52
52,41
41,42
41,92
78,41
41,50
41,89
73,41
41,57
41,94
41,79
48,42
42,69
42,69
52,42
52,42
42,72
42,90
90,42
42,54
42,94
42,68
83,42
86,42
42,50
42,55
42,55
42,55
42,49
42,63
42,44
42,45
76,42
42,89
42,78
42,78
42,74
42,77
42,60
43,69
69,43
69,43
75,43
43,82
43,56
43,79
79,43
65,43
43,74
43,73
76,43
43,66
43,90
90,43
90,43
46,43
46,43
43,62
91,43
43,86
43,72
43,89
44,67
44,81
44,52
44,52
44,89
44,45
44,45
44,45
47,44
44,50
44,75
92,45
45,77
77,45
45,81
81,45
45,75
45,51
78,45
45,46
45,46
45,52
52,45
52,45
45,48
45,79
79,45
72,45
76,45
45,61
68,45
46,59
46,59
46,70
46,62
46,73
49,46
88,46
46,50
46,55
78,46
46,53
46,101
46,75
47,81
47,81
47,83
47,83
47,73
47,67
47,61
61,47
47,79
47,64
47,64
47,53
47,53
47,51
48,47
47,84
68,47
47,59
63,47
47,58
75,47
48,63
48,77
48,77
48,77
83,48
78,48
48,66
48,66
48,84
48,59
59,48
48,90
48,67
70,48
89,48
55,48
64,48
76,48
48,93
68,48
80,49
53,49
49,58
49,51
81,49
68,50
68,50
68,50
50,91
50,91
50,91
50,91
50,84
50,69
50,59
59,50
52,50
50,85
50,72
86,50
86,50
57,50
65,50
89,50
51,91
91,51
51,65
65,51
65,51
83,51
51,94
51,94
81,51
51,90
90,51
72,51
66,51
51,80
52,51
78,51
51,63
63,51
51,102
86,51
93,51
68,52
68,52
68,52
52,54
52,60
52,89
52,66
52,91
52,64
64,52
90,52
79,52
52,80
53,78
81,53
95,53
53,62
89,53
92,53
54,53
61,53
54,67
79,54
79,54
83,54
54,68
54,59
59,54
54,55
54,90
54,66
73,54
54,86
69,54
55,72
72,55
71,55
84,55
55,59
55,60
75,55
55,74
55,62
55,62
62,55
55,83
73,55
81,55
60,56
74,56
56,81
56,87
56,71
56,58
78,56
73,56
57,86
86,57
57,84
57,89
62,57
57,65
57,83
57,73
73,57
59,57
58,74
92,58
58,97
58,88
58,78
86,58
86,58
58,77
77,58
59,74
59,65
59,73
59,90
62,59
59,84
91,59
59,80
76,59
60,94
94,60
60,61
81,60
72,60
60,78
92,60
85,60
70,60
62,60
60,71
60,93
73,61
61,72
61,89
79,61
79,61
61,76
76,61
61,87
61,75
75,61
61,103
61,64
61,94
62,91
62,76
62,90
62,75
79,62
78,62
63,62
87,62
63,72
63,68
79,63
69,63
63,88
63,66
86,63
64,86
64,72
64,68
68,64
64,77
64,73
64,76
64,88
78,64
81,64
65,83
65,81
65,89
87,65
79,66
66,68
66,68
66,104
66,104
67,81
81,67
75,67
67,76
67,82
67,87
67,87
87,67
87,67
68,93
81,68
92,68
68,69
68,90
90,68
68,70
78,68
68,79
68,80
69,85
80,69
79,69
69,72
89,69
95,70
70,80
80,70
71,79
79,71
71,78
71,80
71,75
71,95
93,71
83,71
71,92
71,87
75,72
72,84
72,84
84,72
72,77
72,80
72,85
72,83
92,73
84,73
84,73
73,83
73,78
94,73
77,73
73,79
73,85
73,86
74,90
94,74
85,74
78,74
89,74
75,83
91,75
75,76
75,81
75,80
75,90
90,75
93,75
77,76
94,76
76,90
92,76
76,84
83,77
89,77
79,77
77,84
84,77
77,92
78,90
90,78
81,78
78,94
78,86
78,89
79,78
79,84
79,81
79,92
79,105
80,79
79,101
80,84
81,89
81,89
81,92
94,81
82,92
94,82
83,104
83,93
83,96
90,83
84,91
85,84
84,93
92,85
85,88
90,85
90,85
86,85
86,94
86,93
89,86
88,104
91,88
88,95
95,88
94,88
99,88
88,93
90,88
93,94
94,93
93,96
93,95
100,94
94,95
95,104
104,106
