0,1
0,2
0,2
0,2
0,2
0,3
0,3
0,3
3,0
0,4
0,4
0,4
4,0
0,5
5,0
5,0
0,6
7,0
0,8
0,9
0,9
0,10
0,10
0,10
0,10
10,0
0,11
0,11
0,11
0,12
0,13
0,13
0,14
15,0
15,0
15,0
15,0
15,0
15,0
0,16
0,17
17,0
0,18
0,18
0,18
0,19
0,20
0,21
0,22
0,22
0,23
0,24
0,24
0,25
0,25
0,26
0,27
0,28
0,29
0,29
29,0
0,30
0,31
0,32
0,33
0,34
0,35
0,36
0,37
0,38
0,39
40,0
1,41
1,3
1,3
4,1
4,1
4,1
1,42
1,43
1,44
1,29
29,1
45,1
46,1
46,1
17,1
1,47
47,1
1,48
1,48
1,19
1,31
14,1
33,1
33,1
33,1
35,1
1,49
7,1
7,1
1,50
1,51
52,1
16,1
1,28
24,1
1,53
5,1
1,54
18,1
1,55
1,56
1,57
1,58
59,1
60,1
29,2
2,61
2,62
2,62
2,62
2,63
45,2
2,64
5,2
2,65
65,2
2,47
2,47
2,15
15,2
2,41
41,2
2,48
4,2
2,30
2,25
25,2
39,2
2,51
2,36
2,66
2,67
60,2
2,35
2,52
2,23
2,23
2,57
2,16
16,2
2,68
2,68
2,3
3,2
2,19
2,22
2,32
2,69
2,20
2,17
14,2
2,70
26,2
2,24
7,2
5,3
5,3
4,3
3,7
65,3
3,37
37,3
3,71
3,71
3,71
3,39
3,39
39,3
3,62
3,40
3,11
3,11
10,3
3,24
24,3
3,46
3,47
15,3
15,3
3,13
3,67
3,34
3,20
20,3
3,29
29,3
3,45
3,66
3,59
3,59
3,33
41,3
3,9
3,22
25,3
3,72
31,3
8,3
8,3
3,63
3,55
69,3
3,60
19,3
4,5
4,5
4,5
4,5
4,5
4,5
5,4
5,4
4,29
4,60
4,60
4,11
4,11
11,4
4,33
33,4
4,73
4,30
4,14
4,46
4,46
4,46
4,46
4,31
4,70
4,37
4,9
4,25
4,25
4,15
15,4
15,4
15,4
15,4
4,65
4,74
4,51
4,12
4,52
4,24
4,24
4,47
4,28
4,75
4,75
4,23
4,68
76,4
4,19
4,36
4,41
4,41
4,77
4,78
4,71
4,34
4,45
4,54
4,69
4,79
4,40
5,33
5,33
33,5
5,6
5,6
5,48
5,48
5,15
15,5
15,5
5,20
63,5
5,30
5,75
75,5
31,5
5,53
5,53
5,53
5,44
5,32
32,5
32,5
5,22
5,22
22,5
5,80
5,16
5,25
81,5
5,43
5,37
5,42
5,42
5,68
5,82
5,29
5,66
19,5
5,83
5,27
5,27
10,5
5,77
46,5
5,26
5,84
23,5
23,5
57,5
5,54
52,5
5,64
5,85
6,9
9,6
6,65
76,6
62,6
62,6
6,34
6,34
34,6
34,6
41,6
6,19
86,6
38,6
6,87
43,6
75,6
6,46
15,6
6,66
24,6
11,6
57,6
71,6
40,6
33,6
6,81
17,6
6,83
6,58
10,6
54,6
6,51
7,19
7,19
19,7
7,47
7,22
22,7
46,7
7,43
7,12
24,7
24,7
7,72
7,72
7,50
7,21
7,60
29,7
7,35
35,7
11,7
11,7
7,42
42,7
75,7
7,88
7,80
28,7
7,67
7,79
7,79
79,7
7,45
7,76
7,78
10,7
89,7
7,53
7,64
7,40
40,7
7,52
7,90
33,7
7,25
25,7
7,30
15,7
83,7
31,7
7,73
7,37
25,8
8,26
8,64
64,8
8,53
8,28
28,8
8,27
8,27
8,27
29,8
29,8
29,8
13,8
8,21
83,8
8,16
8,16
16,8
16,8
24,8
8,77
8,41
8,19
8,19
17,8
8,39
34,8
71,8
8,87
14,8
8,75
8,65
8,80
8,52
19,9
9,17
9,76
9,76
31,9
9,59
9,61
61,9
28,9
14,9
9,43
9,90
9,90
90,9
91,9
30,9
9,92
86,9
11,9
9,83
21,9
9,32
23,9
9,89
9,89
9,72
9,72
9,77
77,9
27,9
57,9
42,9
9,78
9,73
69,9
9,74
25,9
29,9
9,41
62,9
10,29
10,29
10,29
29,10
10,92
10,14
10,14
33,10
10,61
10,46
10,31
10,26
26,10
10,81
10,81
81,10
10,12
10,12
10,83
10,83
10,53
10,41
10,41
10,41
10,41
10,34
10,59
10,24
10,24
10,20
10,15
15,10
15,10
62,10
10,13
10,22
10,11
10,75
10,75
10,47
10,25
10,49
10,79
10,78
10,73
89,10
10,19
10,38
10,76
10,32
11,62
11,62
11,36
13,11
16,11
11,54
35,11
11,32
11,89
11,89
42,11
11,67
11,49
11,19
11,45
15,11
15,11
11,90
11,77
11,33
33,11
11,78
28,11
11,66
11,57
11,76
11,14
11,53
11,41
11,93
83,11
11,60
11,48
79,11
12,75
12,17
12,17
65,12
65,12
12,39
12,94
12,79
12,22
12,31
46,12
12,91
16,12
12,73
69,12
12,50
56,12
12,70
12,43
12,64
12,20
12,42
29,12
13,62
62,13
48,13
48,13
68,13
13,64
22,13
13,39
13,67
67,13
31,13
13,81
20,13
38,13
13,18
13,37
23,13
14,19
14,80
14,53
14,42
14,29
29,14
29,14
14,62
14,62
62,14
14,20
20,14
68,14
14,24
24,14
24,14
14,55
14,16
41,14
57,14
14,65
14,47
14,70
14,67
14,59
46,14
14,32
14,26
23,14
15,33
15,33
15,33
15,33
15,29
29,15
15,47
15,47
47,15
15,17
15,17
15,79
15,79
15,79
15,79
15,75
15,86
15,86
15,26
15,26
31,15
15,50
15,40
15,40
15,32
15,71
15,19
15,28
15,28
15,25
15,92
15,62
15,62
15,62
15,27
15,27
15,37
15,55
15,43
15,46
15,23
15,89
15,24
15,24
15,66
15,65
15,39
15,45
15,42
16,25
33,16
33,16
33,16
29,16
44,16
16,27
16,27
16,30
16,89
89,16
16,47
47,16
16,40
16,19
19,16
16,42
42,16
45,16
16,21
21,16
16,76
59,16
16,75
16,75
22,16
23,16
80,16
16,62
69,16
63,16
16,95
16,35
16,66
16,31
17,43
46,17
17,60
53,17
62,17
40,17
17,39
28,17
28,17
17,92
47,17
47,17
72,17
71,17
17,55
17,91
17,26
61,17
17,84
84,17
64,17
17,23
23,17
17,24
69,17
68,17
17,67
17,45
17,22
17,83
17,35
33,17
49,18
26,18
26,18
53,18
18,63
18,63
63,18
66,18
18,36
18,81
18,81
28,18
18,34
34,18
67,18
18,21
22,18
91,18
18,96
18,77
77,18
65,18
18,35
35,18
18,31
31,18
18,97
18,94
75,18
18,45
47,18
71,18
33,19
19,34
29,19
19,68
19,68
19,20
20,19
24,19
19,64
19,30
19,28
28,19
19,48
19,48
19,98
31,19
19,22
19,94
19,88
40,19
19,26
19,43
78,19
23,19
20,46
20,67
20,24
20,29
22,20
20,26
20,26
20,26
20,81
20,81
20,81
20,41
20,30
20,79
79,20
20,65
20,65
28,20
20,80
20,38
20,93
20,36
42,20
78,20
78,20
54,20
20,56
35,20
20,77
62,20
25,20
20,59
21,78
21,78
28,21
64,21
44,21
44,21
31,21
62,21
62,21
21,94
21,72
21,90
21,90
21,86
67,21
21,53
42,21
42,21
89,21
21,92
21,84
21,73
73,21
21,37
57,21
46,21
56,21
21,69
75,21
